A&E Design Hans Ehrich Tom Ahlström	1993  870.0,370.0
Louise Bourgeois	1948  250.0,170.0
Louise Bourgeois	2000  390.0,283.0
Louise Bourgeois	1948  190.0,330.0
Louise Bourgeois	1948  220.0,332.0
Louise Bourgeois	1947  284.0,197.0
Louise Bourgeois	1947  320.0,250.0
Louise Bourgeois	1947  280.0,215.0
Louise Bourgeois	1947  250.0,167.0
Louise Bourgeois	2000  360.0,280.0
Louise Bourgeois	2000  415.0,325.0
Louise Bourgeois	2000  762.0,562.0
Louise Bourgeois	2000  762.0,565.0
Louise Bourgeois	2000  440.0,585.0
Louise Bourgeois	2000  538.0,585.0
Louise Bourgeois	1949  160.0,252.0
Louise Bourgeois	1949  160.0,255.0
Louise Bourgeois	2000  540.0,585.0
Louise Bourgeois	2000  142.0,305.0
Louise Bourgeois	1999  286.0,428.0
Louise Bourgeois	1948  205.0,262.0
Louise Bourgeois	1999  282.0,395.0
Louise Bourgeois	1948  250.0,176.0
Louise Bourgeois	1948  240.0,204.0
Louise Bourgeois	1948  257.0,164.0
Louise Bourgeois	1948  250.0,200.0
Louise Bourgeois	1948  250.0,153.0
Louise Bourgeois	1948  250.0,179.0
Louise Bourgeois	1948  330.0,249.0
Louise Bourgeois	1948  240.0,188.0
Louise Bourgeois	2000  405.0,283.0
Louise Bourgeois	1948  140.0,224.0
Louise Bourgeois	2000  353.0,280.0
Louise Bourgeois	2000  391.0,286.0
Louise Bourgeois	2000  456.0,286.0
Louise Bourgeois	1993  212.0,244.0
Louise Bourgeois	1948  270.0,128.0
Louise Bourgeois	1948  290.0,156.0
Louise Bourgeois	1948  300.0,160.0
Louise Bourgeois	2005  255.0,179.0
Louise Bourgeois	2009  333.0,253.0
Louise Bourgeois	2009  230.0,180.0
Louise Bourgeois	2009  270.0,243.0
Louise Bourgeois	2007  343.0,276.0
Louise Bourgeois	2000  391.0,285.0
Louise Bourgeois	2000  418.0,344.0
Louise Bourgeois	2006  485.0,557.0
Louise Bourgeois	1993  230.0,245.0
Louise Bourgeois	1948  330.0,504.0
Louise Bourgeois	2005  255.0,385.0
Louise Bourgeois	2000  454.0,370.0
Louise Bourgeois	2006  313.0,392.0
Louise Bourgeois	2000  392.0,283.0
Louise Bourgeois	2006  312.0,392.0
Louise Bourgeois	1993  284.0,383.0
Louise Bourgeois	2000  390.0,288.0
Louise Bourgeois	1984  260.0,181.0
Louise Bourgeois	2006  284.0,372.0
Louise Bourgeois	2006  290.0,392.0
Louise Bourgeois	1993  215.0,243.0
Louise Bourgeois	2006  296.0,371.0
Louise Bourgeois	1947  250.0,329.0
Louise Bourgeois	2006  305.0,390.0
Louise Bourgeois	2006  303.0,391.0
Louise Bourgeois	2006  229.0,241.0
Louise Bourgeois	2006  228.0,240.0
Louise Bourgeois	2000  424.0,356.0
Louise Bourgeois	2000  386.0,285.0
Louise Bourgeois	2006  226.0,239.0
Louise Bourgeois	2006  226.0,241.0
Louise Bourgeois	1993  258.0,255.0
Louise Bourgeois	1947  250.0,170.0
Louise Bourgeois	1947  240.0,165.0
Louise Bourgeois	1947  220.0,197.0
Louise Bourgeois	2006  229.0,242.0
Louise Bourgeois	2006  225.0,237.0
Louise Bourgeois	2006  229.0,190.0
Louise Bourgeois	1993  250.0,265.0
Louise Bourgeois	1946  220.0,162.0
Louise Bourgeois	1993  221.0,259.0
Louise Bourgeois	1999  610.0,331.0
Louise Bourgeois	1993  384.0,533.0
Louise Bourgeois	1944  240.0,323.0
Louise Bourgeois	2000  415.0,355.0
Louise Bourgeois	1998  462.0,612.0
Louise Bourgeois	1993  395.0,540.0
Louise Bourgeois	1998  1180.0,801.0
Louise Bourgeois	1993  396.0,535.0
Louise Bourgeois	1946  240.0,313.0
Louise Bourgeois	1946  140.0,278.0
Louise Bourgeois	1946  150.0,187.0
Louise Bourgeois	1946  140.0,333.0
Louise Bourgeois	2000  394.0,283.0
Louise Bourgeois	1998  860.0,710.0
Louise Bourgeois	1993  622.0,906.0
Louise Bourgeois	1943  230.0,335.0
Louise Bourgeois	1998  400.0,326.0
Louise Bourgeois	1993  647.0,940.0
Louise Bourgeois	1946  460.0,332.0
Louise Bourgeois	1946  480.0,331.0
Louise Bourgeois	1993  688.0,964.0
Louise Bourgeois	1941  180.0,242.0
Louise Bourgeois	2008  1527.0,914.0
Louise Bourgeois	2008  1505.0,901.0
Louise Bourgeois	1993  640.0,937.0
Louise Bourgeois	1942  180.0,275.0
Louise Bourgeois	1942  250.0,331.0
Louise Bourgeois	2008  1547.0,450.0
Louise Bourgeois	2000  422.0,355.0
Louise Bourgeois	2008  1541.0,506.0
Louise Bourgeois	1993  668.0,945.0
Louise Bourgeois	1942  310.0,233.0
Louise Bourgeois	1993  630.0,936.0
Louise Bourgeois	1940  295.0,408.0
Louise Bourgeois	2007  1515.0,960.0
Louise Bourgeois	2007  1515.0,917.0
Louise Bourgeois	1993  636.0,938.0
Louise Bourgeois	1941  378.0,278.0
Louise Bourgeois	2007  1539.0,921.0
Louise Bourgeois	2000  405.0,328.0
Louise Bourgeois	1993  696.0,930.0
Louise Bourgeois	1941  291.0,390.0
Louise Bourgeois	2007  1535.0,990.0
Louise Bourgeois	2008  1500.0,951.0
Louise Bourgeois	1993  882.0,675.0
Louise Bourgeois	1940  292.0,406.0
Louise Bourgeois	2008  1506.0,955.0
Louise Bourgeois	1993  1030.0,766.0
Louise Bourgeois	1939  300.0,455.0
Louise Bourgeois	2000  280.0,220.0
Louise Bourgeois	1993  1123.0,754.0
Louise Bourgeois	1944  203.0,146.0
Louise Bourgeois	1944  205.0,146.0
Louise Bourgeois	1944  203.0,145.0
Louise Bourgeois	2007  520.0,416.0
Louise Bourgeois	2007  228.0,240.0
Louise Bourgeois	1993  1120.0,770.0
Louise Bourgeois	1940  406.0,286.0
Louise Bourgeois	2007  280.0,395.0
Louise Bourgeois	1993  1115.0,770.0
Louise Bourgeois	1939  400.0,233.0
Louise Bourgeois	1939  270.0,212.0
Louise Bourgeois	1939  291.0,202.0
Louise Bourgeois	1939  290.0,204.0
Louise Bourgeois	1993  1118.0,768.0
Louise Bourgeois	1993  1115.0,768.0
Louise Bourgeois	2000  393.0,284.0
Louise Bourgeois	1993  450.0,343.0
Louise Bourgeois	2007  304.0,241.0
Louise Bourgeois	2006  508.0,394.0
Louise Bourgeois	2006  330.0,270.0
Louise Bourgeois	2005  381.0,432.0
Louise Bourgeois	2000  388.0,285.0
Louise Bourgeois	1992  762.0,1121.0
Louise Bourgeois	2000  435.0,362.0
Louise Bourgeois	2000  440.0,340.0
Louise Bourgeois	2000  387.0,285.0
Louise Bourgeois	2000  355.0,290.0
Louise Bourgeois	2001  395.0,320.0
Louise Bourgeois	2001  383.0,255.0
Louise Bourgeois	2001  278.0,205.0
Louise Bourgeois	2001  268.0,207.0
Louise Bourgeois	2001  390.0,283.0
Louise Bourgeois	2001  503.0,410.0
Louise Bourgeois	1993  380.0,280.0
Louise Bourgeois	2001  638.0,510.0
Louise Bourgeois	2001  640.0,510.0
Louise Bourgeois	2001  635.0,510.0
Louise Bourgeois	2001  633.0,510.0
Louise Bourgeois	1993  387.0,278.0
Louise Bourgeois	2001  340.0,255.0
Louise Bourgeois	2001  430.0,278.0
Louise Bourgeois	2001  405.0,355.0
Louise Bourgeois	2001  485.0,280.0
Louise Bourgeois	2001  475.0,280.0
Louise Bourgeois	2001  415.0,295.0
Louise Bourgeois	2001  402.0,355.0
Louise Bourgeois	1993  377.0,280.0
Louise Bourgeois	2001  382.0,250.0
Louise Bourgeois	2001  287.0,255.0
Louise Bourgeois	2001  260.0,280.0
Louise Bourgeois	2001  320.0,287.0
Louise Bourgeois	2001  270.0,280.0
Louise Bourgeois	1993  385.0,278.0
Louise Bourgeois	2001  287.0,300.0
Louise Bourgeois	2001  413.0,290.0
Louise Bourgeois	2001  243.0,245.0
Louise Bourgeois	2001  395.0,282.0
Louise Bourgeois	2001  414.0,292.0
Louise Bourgeois	2001  356.0,282.0
Louise Bourgeois	2001  435.0,280.0
Louise Bourgeois	2000  330.0,406.0
Louise Bourgeois	2001  376.0,255.0
Louise Bourgeois	2001  392.0,255.0
Louise Bourgeois	2001  440.0,280.0
Louise Bourgeois	2001  435.0,283.0
Louise Bourgeois	2001  442.0,280.0
Louise Bourgeois	2001  370.0,280.0
Louise Bourgeois	2001  340.0,280.0
Louise Bourgeois	1992  1133.0,837.0
Louise Bourgeois	2001  442.0,275.0
Louise Bourgeois	2001  282.0,395.0
Louise Bourgeois	1993  645.0,435.0
Louise Bourgeois	1993  277.0,200.0
Louise Bourgeois	1993  262.0,197.0
Louise Bourgeois	1993  338.0,255.0
Louise Bourgeois	1993  352.0,247.0
Louise Bourgeois	2001  280.0,395.0
Louise Bourgeois	1993  270.0,200.0
Louise Bourgeois	1993  326.0,223.0
Louise Bourgeois	1992  390.0,559.0
Louise Bourgeois	2005  450.0,397.0
Louise Bourgeois	1990  660.0,503.0
Louise Bourgeois	2005  463.0,647.0
Louise Bourgeois	2004  230.0,310.0
Louise Bourgeois	2004  381.0,432.0
Louise Bourgeois	2004  431.0,1155.0
Louise Bourgeois	1989  535.0,597.0
Louise Bourgeois	2004  432.0,381.0
Louise Bourgeois	2004  462.0,622.0
Louise Bourgeois	2004  437.0,381.0
Louise Bourgeois	2004  419.0,305.0
Louise Bourgeois	2001  280.0,393.0
Louise Bourgeois	1992  773.0,503.0
Louise Bourgeois	1973  250.0,390.0
Louise Bourgeois	2001  327.0,374.0
Louise Bourgeois	1973  450.0,672.0
Louise Bourgeois	1973  455.0,665.0
Louise Bourgeois	2001  323.0,367.0
Louise Bourgeois	1949  250.0,195.0
Louise Bourgeois	2001  284.0,395.0
Louise Bourgeois	1949  332.0,254.0
Louise Bourgeois	2001  360.0,272.0
Louise Bourgeois	2001  395.0,280.0
Louise Bourgeois	1946  348.0,290.0
Louise Bourgeois	1946  355.0,292.0
Louise Bourgeois	1944  300.0,459.0
Louise Bourgeois	2001  392.0,283.0
Louise Bourgeois	2008  457.0,559.0
Louise Bourgeois	1941  258.0,301.0
Louise Bourgeois	1939  225.0,153.0
Louise Bourgeois	1946  100.0,146.0
Louise Bourgeois	1992  420.0,655.0
Louise Bourgeois	1992  756.0,1035.0
Louise Bourgeois	2005  255.0,170.0
Louise Bourgeois	2005  255.0,172.0
Louise Bourgeois	2001  394.0,281.0
Louise Bourgeois	2005  255.0,173.0
Louise Bourgeois	2001  390.0,282.0
Louise Bourgeois	2004  433.0,381.0
Louise Bourgeois	2001  396.0,283.0
Louise Bourgeois	2002  273.0,307.0
Louise Bourgeois	2001  275.0,465.0
Louise Bourgeois	1997  636.0,800.0
Louise Bourgeois	1994  278.0,335.0
Louise Bourgeois	1994  413.0,295.0
Louise Bourgeois	1994  410.0,295.0
Louise Bourgeois	1994  388.0,531.0
Louise Bourgeois	1994  380.0,531.0
Louise Bourgeois	1994  480.0,345.0
Louise Bourgeois	1994  500.0,383.0
Louise Bourgeois	1994  570.0,383.0
Louise Bourgeois	1994  500.0,382.0
Louise Bourgeois	1994  340.0,574.0
Louise Bourgeois	1994  570.0,382.0
Louise Bourgeois	1994  520.0,377.0
Louise Bourgeois	2001  278.0,413.0
Louise Bourgeois	1997  545.0,600.0
Louise Bourgeois	2001  332.0,393.0
Louise Bourgeois	1997  530.0,707.0
Louise Bourgeois	2001  284.0,347.0
Louise Bourgeois	2001  346.0,410.0
Louise Bourgeois	2004  241.0,203.0
Louise Bourgeois	1997  540.0,719.0
Louise Bourgeois	2001  381.0,265.0
Louise Bourgeois	1997  580.0,816.0
Louise Bourgeois	2001  363.0,269.0
Louise Bourgeois	2001  295.0,235.0
Louise Bourgeois	1997  630.0,800.0
Louise Bourgeois	1990  657.0,503.0
Louise Bourgeois Atelier 17 New York	1946  284.0,195.0
Louise Bourgeois Renaissance Press Ashuelot NH	1995  200.0,160.0
Louise Bourgeois Ro RC Belgium	1999  427.0,610.0
Louise Bourgeois Tracey Emin	2009  762.0,610.0
Louise Campbell	2002  800.0,1000.0
Louise Kruger	1948  779.0,464.0
Louise Lawler	2017  508.0,736.0
Louise Lawler	2013  280.0,204.0
Louise Lawler	1994  107.0,162.0
Louise Lawler	1995  162.0,229.0
Louise Lawler	2004  89.0,83.0
Louise Lawler	2004  305.0,305.0
Louise Lawler	1982  105.0,240.0
Louise Lawler	1978  90.0,140.0
Louise Lawler	2009  590.0,440.0
Louise Lawler	1978 composition (dimensions vary): see child records; sheet (dimensions vary): see child records
Louise Lawler	2011  590.0,440.0
Louise Lawler	2013  151.0,51.0
Louise Lawler	1978  108.0,159.0
Louise Lawler	1987  92.0,165.0
Louise Lawler Sherrie Levine	1982  93.0,141.0
Louise Nevelson	1972  760.0,634.0
Louise Nevelson	1963  814.0,578.0
Louise Nevelson	1970  758.0,639.0
Louise Nevelson	1973  303.0,226.0
Louise Nevelson	1963  927.0,647.0
Louise Nevelson	1967  1447.0,863.0
Louise Nevelson	1963  794.0,584.0
Louise Nevelson	1967  936.0,1225.0
Louise Nevelson	1963  801.0,573.0
Louise Nevelson	1971  757.0,632.0
Louise Nevelson	1974  760.0,511.0
Louise Nevelson	1971  760.0,634.0
Louise Nevelson	1967  654.0,535.0
Louise Nevelson	1967  1002.0,1406.0
Louise Nevelson	1976  468.0,403.0
Louise Nevelson	1963  812.0,556.0
Louise Nevelson	1963  863.0,598.0
Louise Nevelson	1967  431.0,563.0
Louise Nevelson	1967  1001.0,1110.0
Louise Nevelson	1963  770.0,569.0
Louise Nevelson	1963  841.0,586.0
Louise Nevelson	1963  798.0,558.0
Louise Nevelson	1963  915.0,652.0
Louise Nevelson	1973  760.0,635.0
Louise Nevelson	1963  568.0,444.0
Louise Nevelson	1967  921.0,1690.0
Louise Nevelson	1963  248.0,445.0
Louise Nevelson	1963  427.0,311.0
Louise Nevelson	1965  766.0,571.0
Louise Nevelson	1967  1083.0,1369.0
Louise Nevelson	1963  279.0,380.0
Louise Nevelson	1963  634.0,885.0
Louise Nevelson	1963  825.0,591.0
Louise Nevelson	1967  1000.0,1010.0
Louise Nevelson	1963  725.0,511.0
Louise Nevelson	1967  866.0,585.0
Louise Nevelson	1963  825.0,580.0
Louise Nevelson	1972  757.0,631.0
Louise Nevelson	1963  284.0,382.0
Louise Nevelson	1963  977.0,672.0
Louise Nevelson	1963  256.0,418.0
Louisiana Bendolph	2005  1050.0,960.0
Louisiana Bendolph	2005  1150.0,960.0
Lovis Corinth	1921  397.0,287.0
Lovis Corinth	1921  390.0,289.0
Lovis Corinth	1910  458.0,362.0
Lovis Corinth	1921  395.0,288.0
Lovis Corinth	1910  459.0,366.0
Lovis Corinth	1921  390.0,290.0
Lovis Corinth	1920  265.0,185.0
Lovis Corinth	1923  497.0,703.0
Lovis Corinth	1920  322.0,243.0
Lovis Corinth	1923  283.0,382.0
Lovis Corinth	1923  269.0,349.0
Lovis Corinth	1924  345.0,269.0
Lovis Corinth	1924  467.0,378.0
Lovis Corinth	1923  530.0,683.0
Lovis Corinth	1916  462.0,598.0
Lovis Corinth	1917  383.0,256.0
Lovis Corinth	1922  377.0,312.0
Lovis Corinth	1921  410.0,290.0
Lovis Corinth	1920  514.0,390.0
Lovis Corinth	1922  187.0,270.0
Lovis Corinth	1922  337.0,304.0
Lovis Corinth	1922  188.0,269.0
Lovis Corinth	1919  463.0,585.0
Lovis Corinth	1921  470.0,342.0
Lovis Corinth	1915  416.0,332.0
Lovis Corinth	1908  342.0,271.0
Lovis Corinth	1923  386.0,288.0
Lovis Corinth	1923  370.0,274.0
Lovis Corinth	1910  459.0,365.0
Lovis Corinth	1921  538.0,379.0
Lovis Corinth	1925  405.0,322.0
Lovis Corinth	1920  291.0,231.0
Lovis Corinth	1923  560.0,709.0
Lovis Corinth	1920  290.0,233.0
Lovis Corinth	1920  290.0,234.0
Lovis Corinth	1920  291.0,233.0
Lovis Corinth	1923  188.0,264.0
Lovis Corinth	1920  289.0,233.0
Lovis Corinth	1920  295.0,241.0
Lovis Corinth	1920  290.0,232.0
Lovis Corinth	1923  196.0,264.0
Lovis Corinth	1923  380.0,267.0
Lovis Corinth	1923  187.0,264.0
Lovis Corinth	1923  375.0,267.0
Lovis Corinth	1923  377.0,267.0
Lovis Corinth	1923  376.0,265.0
Lovis Corinth	1923  359.0,267.0
Lovis Corinth	1916  452.0,598.0
Lovis Corinth	1923  376.0,270.0
Lovis Corinth	1919  446.0,346.0
Lovis Corinth	1921  404.0,321.0
Lovis Corinth	1923  370.0,269.0
Lovis Corinth	1925  401.0,322.0
Lovis Corinth	1923  280.0,239.0
Lovis Corinth	1922  377.0,318.0
Lovis Corinth	1916  507.0,388.0
Lovis Corinth	1910  459.0,364.0
Lovis Corinth	1895  387.0,549.0
Lovis Corinth	1916  508.0,387.0
Lovis Corinth	1910  460.0,363.0
Lovis Corinth	1910  465.0,371.0
Lovis Corinth	1910  460.0,365.0
Lovis Corinth	1924  357.0,535.0
Lovis Corinth	1895  700.0,563.0
Lovis Corinth	1919  474.0,355.0
Lovis Corinth	1916  510.0,388.0
Lovis Corinth	1920  395.0,302.0
Lovis Corinth	1916  511.0,392.0
Lovis Corinth	1923  269.0,370.0
Lovis Corinth	1910  459.0,367.0
Lovis Corinth	1910  460.0,364.0
Lovis Corinth	1911  509.0,328.0
Lovis Corinth	1916  508.0,390.0
Lovis Corinth	1916  500.0,387.0
Lovis Corinth	1921  355.0,470.0
Lovis Corinth	1916  509.0,388.0
Lovis Corinth	1921  350.0,469.0
Lovis Corinth	1916  508.0,388.0
Lovis Corinth	1919  407.0,270.0
Lovis Corinth	1921  470.0,350.0
Lovis Corinth	1921  386.0,257.0
Lovis Corinth	1916  508.0,383.0
Lovis Corinth	1921  470.0,348.0
Lovis Corinth	1921  352.0,470.0
Lovis Corinth	1914  219.0,155.0
Lovis Corinth	1920  486.0,342.0
Lovis Corinth	1923  358.0,268.0
Lovis Corinth	1916  508.0,385.0
Lovis Corinth	1921  383.0,257.0
Lovis Corinth	1919  671.0,500.0
Lovis Corinth	1919  403.0,603.0
Lovis Corinth	1919  457.0,592.0
Lovis Corinth	1920  480.0,290.0
Lovis Corinth	1919  453.0,585.0
Lovis Corinth	1919  443.0,344.0
Lovis Corinth	1919  495.0,615.0
Lovis Corinth	1920  564.0,443.0
Lovis Corinth	1919  615.0,485.0
Lovis Corinth	1919  483.0,613.0
Lovis Corinth	1919  482.0,617.0
Lovis Corinth	1926  270.0,190.0
Lovis Corinth	1926  279.0,197.0
Lovis Corinth	1914  399.0,355.0
Lovis Corinth	1924  284.0,244.0
Lovis Corinth	1919  488.0,675.0
Lovis Corinth	1924  388.0,293.0
Lovis Corinth	1916  510.0,386.0
Lovis Corinth	1919  669.0,495.0
Lovis Corinth	1921  383.0,254.0
Lovis Corinth	1919  450.0,345.0
Lovis Corinth	1924  385.0,295.0
Lovis Corinth	1919  490.0,610.0
Lovis Corinth	1924  386.0,295.0
Lovis Corinth	1919  195.0,262.0
Lovis Corinth	1920  328.0,238.0
Lovis Corinth	1923  310.0,378.0
Lovis Corinth	1921  360.0,254.0
Lovis Corinth	1914  285.0,358.0
Lovis Corinth	1921  360.0,255.0
Lovis Corinth	1921  350.0,252.0
Lovis Corinth	1921  361.0,252.0
Lovis Corinth	1916  270.0,202.0
Lovis Corinth	1910  241.0,381.0
Lovis Corinth	1914  290.0,380.0
Lovis Corinth	1916  510.0,390.0
Lovis Corinth	1921  468.0,344.0
Lovis Corinth	1921  400.0,285.0
Lovis Corinth	1921  388.0,290.0
Lovis Corinth	1916  508.0,386.0
Lovis Corinth	1921  392.0,285.0
Lovis Corinth	1921  395.0,291.0
Lovis Corinth	1921  397.0,289.0
Lovis Corinth	1921  440.0,336.0
Lovis Corinth	1921  394.0,285.0
Lovis Corinth	1921  394.0,291.0
Lovis Corinth Oskar Bangemann	1923  236.0,174.0
Lovis Corinth Paul Bach Adolf Edward Herstein Emil Pottner	1914  383.0,353.0
Luc Tuymans	1996  800.0,603.0
Luc Tuymans	1996  800.0,600.0
Luc Tuymans	2005  219.0,144.0
Luc Tuymans	2000  700.0,1460.0
Luc-Albert Moreau	1930  290.0,225.0
Lucas Samaras	1967  255.0,255.0
Lucas Samaras	1968  255.0,254.0
Luchezar Boyadjiev	2001  470.0,315.0
Lucian Freud	1996  700.0,917.0
Lucian Freud	1987  483.0,556.0
Lucian Freud	1993  794.0,635.0
Lucian Freud	2003  591.0,483.0
Lucian Freud	1982  200.0,224.0
Lucian Freud	1987  611.0,776.0
Lucian Freud	1995  819.0,676.0
Lucian Freud	1991  684.0,940.0
Lucian Freud	1990  780.0,628.0
Lucian Freud	1985  883.0,734.0
Lucian Freud	1982  260.0,240.0
Lucien Day	1950  505.0,633.0
Lucien Day	1949  367.0,537.0
Lucinda Childs	1979  356.0,432.0
Lucio Fontana	1964  634.0,499.0
Lucio Fontana	1966  150.0,120.0
Lucio Fontana	1968  366.0,647.0
Lucio Fontana	1964  637.0,500.0
Lucio Fontana	1964  498.0,634.0
Lucio Fontana	1964  632.0,499.0
Lucio Fontana	1964  630.0,500.0
Lucio Fontana	1964  638.0,500.0
Lucio Fontana	1968  365.0,238.0
Lucio Fontana	1964  500.0,638.0
Lucio Fontana	1968  600.0,485.0
Lucio Pozzi	1979  552.0,432.0
Lucio Pozzi	1997  322.0,246.0
Lucjan Mianowski	1960  690.0,477.0
Lucjan Mianowski	1960  723.0,486.0
Lucy McKenzie	2003  420.0,594.0
Lucy McKenzie	2004  595.0,419.0
Lucy McKenzie	2011  297.0,209.0
Lucy McKenzie	2002  590.0,420.0
Lucy McKenzie	2002  595.0,420.0
Lucy McKenzie	2003  594.0,420.0
Lucy McKenzie	2003  420.0,595.0
Lucy McKenzie	2001  420.0,297.0
Lucy McKenzie	2001  297.0,420.0
Lucy McKenzie	2006  726.0,561.0
Lucy McKenzie Alasdair Gray	2006  595.0,420.0
Lucy McKenzie Bonnie Camplin Enrico David	2005  595.0,420.0
Lucy McKenzie Linder [Linda Sterling]	2002  590.0,420.0
Lucy McKenzie Paulina Olowska	2003  590.0,421.0
Lucy McKenzie Paulina Olowska	2003  561.0,420.0
Lucy McKenzie Paulina Olowska	2003  593.0,420.0
Lucy McKenzie Paulina Olowska	2003  589.0,422.0
Lucy McKenzie Paulina Olowska	2003  580.0,420.0
Ludovico Mares	1964 a12.1 ) 
Ludwig Hirschfeld-Mack	1921  245.0,175.0
Ludwig Hirschfeld-Mack	1921  251.0,324.0
Ludwig Hirschfeld-Mack	1921  249.0,276.0
Ludwig Hirschfeld-Mack	1943  224.0,264.0
Ludwig Hirschfeld-Mack	1943  269.0,318.0
Ludwig Meidner	1914  505.0,342.0
Ludwig Meidner	1921  406.0,300.0
Ludwig Meidner	1917  285.0,218.0
Ludwig Meidner	1918  285.0,216.0
Ludwig Meidner	1920  323.0,243.0
Ludwig Meidner	1921  380.0,269.0
Ludwig Meidner	1918  276.0,212.0
Ludwig Meidner	1920  395.0,295.0
Ludwig Meidner	1921  410.0,300.0
Ludwig Mies van der Rohe	1935  362.0,356.0
Ludwig Mies van der Rohe	1931  998.0,1321.0
Ludwig Mies van der Rohe	1930  210.0,298.0
Ludwig Mies van der Rohe	1930 a46 ) 
Ludwig Mies van der Rohe	1929 a46 ) 
Ludwig Mies van der Rohe Myron Goldsmith	1950  257.0,203.0
Ludwig Wachlmeier (or Aloys Ludwig Wach)	1917  277.0,216.0
Luigi Bartolini	1946  215.0,295.0
Luigi Bartolini	1941  510.0,355.0
Luigi Bartolini	1935  500.0,349.0
Luigi Bartolini	1947  448.0,325.0
Luigi Bartolini	1935  396.0,491.0
Luigi Caccia Dominioni Pier Giacomo Castiglioni	1938  202.0,18.0
Luigi Caccia Dominioni Pier Giacomo Castiglioni	1938 a . 23.5 ) 
Luigi Caccia Dominioni Pier Giacomo Castiglioni Livio Castiglioni Achille Castiglioni	1938 a23.5 )
Luigi Colani	1986  114.0,57.0
Luigi Spacal	1959  442.0,570.0
Luigi Veronesi	1937  213.0,171.0
Luis Alberto Solari	1973  753.0,562.0
Luis Arenal	1938  315.0,234.0
Luis Arenal	1938  315.0,235.0
Luis B. Caputo Demarco	1939  478.0,316.0
Luis B. Caputo Demarco	1939  479.0,318.0
Luis Camnitzer	1983  750.0,555.0
Luis Camnitzer	1983  750.0,551.0
Luis Camnitzer	1983  750.0,775.0
Luis Camnitzer	1983  750.0,553.0
Luis Camnitzer	1983  749.0,552.0
Luis Camnitzer	1983  750.0,560.0
Luis Camnitzer	1983  750.0,557.0
Luis Camnitzer	1983  750.0,552.0
Luis Camnitzer	1983  750.0,550.0
Luis Camnitzer	1958  765.0,553.0
Luis Camnitzer	1983  745.0,554.0
Luis Camnitzer	1983  749.0,556.0
Luis Camnitzer	1983  751.0,551.0
Luis Camnitzer	1983  750.0,541.0
Luis Camnitzer	1983  752.0,551.0
Luis Camnitzer	1958  791.0,583.0
Luis Camnitzer	1968  700.0,614.0
Luis Camnitzer	1983  755.0,550.0
Luis Camnitzer	1968  634.0,612.0
Luis Camnitzer	1968  371.0,568.0
Luis Camnitzer	1983  752.0,552.0
Luis Cruz Azaceta	1981  280.0,376.0
Luis Cruz Azaceta	1992  660.0,659.0
Luis Guevara Moreno	1972  756.0,558.0
Luis Jimenez	1992  660.0,661.0
Luis López Loza	1964  721.0,562.0
Luis López Loza	1972  759.0,565.0
Luis Mazzey	1956  604.0,494.0
Luis Seoane	1953  283.0,374.0
Luis Seoane	1953  270.0,357.0
Luis Seoane	1925  388.0,327.0
Luis Seoane	1954  557.0,410.0
Luis Seoane	1966  618.0,449.0
Luis Seoane	1966  844.0,600.0
Luis Vargas Rosas	1939  228.0,166.0
Luisa Zuloaga de Palacios	1972  756.0,560.0
Luisa Zuloaga de Palacios	1963  501.0,327.0
Luke Gwilliam	1926  355.0,375.0
Luktak	1959  319.0,222.0
Lurelle Guild	1934  16.0,30.0
Lusimond Merelus unknown	1947  256.0,204.0
Lygia Clark	1951  540.0,365.0
Lyle Ashton Harris	2014  1067.0,762.0
Lynda Benglis	2007  1118.0,1537.0
Lynette Yiadom-Boakye	2016  383.0,275.0
Lynn Chadwick	1963  654.0,502.0
Lynn Chadwick	1966  819.0,594.0
Lynn Chadwick	1971  750.0,552.0
Lynn Hershman Leeson	1976  66.0,217.0
Lynne Yamamoto	1999  229.0,229.0
Lynton Wells	1974  2136.0,3230.0
Lyonel Feininger	1918  365.0,320.0
Lyonel Feininger	1924  460.0,398.0
